GKZ	Gebiet	Wahlberechtigte	StimmenAbgegeben	StimmenGueltig	StimmenUngueltig	SPÖ	ÖVP	FPÖ	BZÖ	GRÜNE	FRANK	NEOS	KPÖ	PIRAT	CPÖ	WANDL	M	EUAUS	SLP
32116	Königstetten	1652	1219	1192	27	302	369	238	35	129	34	68	7	10	0	0	0	0	0
32119	Langenrohr	1752	1363	1335	28	250	503	308	34	102	59	59	11	9	0	0	0	0	0
32120	Michelhausen	2118	1556	1511	45	283	677	251	43	107	69	62	7	12	0	0	0	0	0
32131	Sieghartskirchen	5611	4094	3980	114	921	1198	903	145	323	230	190	32	38	0	0	0	0	0
32132	Sitzenberg-Reidling	1624	1289	1253	36	313	454	234	39	111	48	43	4	7	0	0	0	0	0
32134	Tulbing	2359	1761	1730	31	412	566	316	68	173	68	97	17	13	0	0	0	0	0
32135	Tulln an der Donau	11637	8194	8010	184	1932	2338	1450	243	1071	378	475	65	58	0	0	0	0	0
32139	Würmla	1044	789	770	19	104	332	159	19	74	43	30	7	2	0	0	0	0	0
32140	Zeiselmauer-Wolfpassing	1762	1261	1239	22	374	276	219	34	173	55	83	12	13	0	0	0	0	0
32141	Zwentendorf an der Donau	3003	2220	2177	43	778	561	447	57	135	94	65	27	13	0	0	0	0	0
32142	St. Andrä-Wördern	5886	4193	4122	71	1091	870	763	131	692	228	284	27	36	0	0	0	0	0
32143	Muckendorf-Wipfing	1082	771	758	13	211	179	169	22	82	50	36	6	3	0	0	0	0	0
32199	Wahlkarten - Tulln	0	4228	4160	68	976	1376	570	100	652	205	200	42	39	0	0	0	0	0
32200	Waidhofen an der Thaya	22675	18284	17776	508	3848	7611	3198	382	1244	825	467	104	97	0	0	0	0	0
32202	Dietmanns	967	659	639	20	270	93	187	7	24	35	14	6	3	0	0	0	0	0
32203	Dobersberg	1405	1058	1020	38	142	541	190	21	51	43	24	4	4	0	0	0	0	0
32206	Gastern	1079	791	769	22	177	336	135	10	31	60	12	6	2	0	0	0	0	0
32207	Groß-Siegharts	2375	1607	1571	36	566	465	296	30	91	77	30	10	6	0	0	0	0	0
32209	Karlstein an der Thaya	1278	938	904	34	186	401	171	23	49	48	20	3	3	0	0	0	0	0
32210	Kautzen	1017	779	755	24	145	325	153	12	33	43	26	11	7	0	0	0	0	0
32212	Ludweis-Aigen	819	579	557	22	112	303	69	5	36	13	10	2	7	0	0	0	0	0
32214	Pfaffenschlag bei Waidhofen a.d.Thaya	789	602	585	17	89	272	146	10	29	22	15	2	0	0	0	0	0	0
32216	Raabs an der Thaya	2391	1673	1622	51	290	844	247	35	86	72	37	4	7	0	0	0	0	0
32217	Thaya	1200	863	846	17	155	402	182	10	43	33	15	3	3	0	0	0	0	0
32219	Vitis	2205	1649	1584	65	389	731	209	38	90	84	34	4	5	0	0	0	0	0
32220	Waidhofen an der Thaya	4799	3279	3185	94	633	1211	626	101	326	134	109	25	20	0	0	0	0	0
32221	Waidhofen an der Thaya-Land	1015	737	720	17	108	338	141	25	49	36	19	1	3	0	0	0	0	0
32222	Waldkirchen an der Thaya	488	373	369	4	72	201	54	3	14	15	6	4	0	0	0	0	0	0
32223	Windigsteig	848	637	625	12	149	277	103	10	39	23	15	5	4	0	0	0	0	0
32299	Wahlkarten - Waidhofen an der Thaya	0	2060	2025	35	365	871	289	42	253	87	81	14	23	0	0	0	0	0
32300	Wiener Neustadt (Land)	59323	47940	46907	1033	13688	13237	10356	1338	3538	2513	1627	316	294	0	0	0	0	0
32301	Bad Fischau-Brunn	2442	1750	1721	29	457	420	349	54	229	72	112	14	14	0	0	0	0	0
32302	Bad Schönau	602	468	460	8	73	193	103	27	17	32	8	3	4	0	0	0	0	0
32304	Ebenfurth	2094	1410	1377	33	645	162	324	25	92	65	48	11	5	0	0	0	0	0
32305	Eggendorf	3536	2549	2512	37	936	343	770	56	125	160	95	16	11	0	0	0	0	0
32306	Bad Erlach	2334	1735	1710	25	395	678	346	52	92	89	42	11	5	0	0	0	0	0
32307	Felixdorf	3229	2308	2264	44	909	375	508	53	179	125	85	13	17	0	0	0	0	0
32308	Gutenstein	1043	720	699	21	186	270	122	19	51	30	14	2	5	0	0	0	0	0
32309	Hochneukirchen-Gschaidt	1388	1096	1075	21	148	586	207	15	39	43	25	7	5	0	0	0	0	0
32310	Hochwolkersdorf	840	674	657	17	220	235	123	7	35	22	10	1	4	0	0	0	0	0
32311	Hohe Wand	1134	852	827	25	170	318	157	22	74	52	22	9	3	0	0	0	0	0
32312	Hollenthon	857	706	692	14	127	332	135	27	30	23	17	0	1	0	0	0	0	0
32313	Katzelsdorf	2491	1920	1877	43	430	469	380	74	246	127	123	16	12	0	0	0	0	0
32314	Kirchschlag in der Buckligen Welt	2361	1846	1785	61	260	880	340	59	95	75	57	9	10	0	0	0	0	0
32315	Krumbach	1886	1494	1446	48	235	621	293	49	98	101	35	6	8	0	0	0	0	0
32316	Lanzenkirchen	3032	2268	2220	48	706	535	550	52	154	103	81	18	21	0	0	0	0	0
32317	Lichtenegg	871	701	673	28	50	396	108	10	48	34	18	1	8	0	0	0	0	0
32318	Lichtenwörth	2227	1596	1573	23	516	313	394	42	142	95	55	8	8	0	0	0	0	0
32319	Markt Piesting	2188	1627	1589	38	343	506	343	45	175	76	79	14	8	0	0	0	0	0
32320	Matzendorf-Hölles	1566	1208	1185	23	312	374	268	32	60	90	31	7	11	0	0	0	0	0
32321	Miesenbach	567	436	428	8	89	181	76	23	22	24	9	2	2	0	0	0	0	0
32322	Muggendorf	402	332	316	16	60	130	61	12	18	19	8	6	2	0	0	0	0	0
32323	Pernitz	1992	1431	1393	38	440	305	324	52	127	70	52	7	16	0	0	0	0	0
32324	Rohr im Gebirge	383	296	287	9	56	108	57	11	17	23	12	2	1	0	0	0	0	0
32325	Bromberg	985	810	783	27	130	367	147	20	50	35	29	2	3	0	0	0	0	0
32326	Schwarzenbach	844	713	703	10	301	210	138	13	14	15	10	0	2	0	0	0	0	0
32327	Sollenau	3693	2585	2550	35	1043	372	673	58	135	168	72	19	10	0	0	0	0	0
32330	Theresienfeld	2199	1544	1521	23	539	206	424	34	125	102	63	14	14	0	0	0	0	0
32331	Waidmannsfeld	1340	944	921	23	372	154	200	36	76	31	32	9	11	0	0	0	0	0
32332	Waldegg	1466	1103	1077	26	359	314	200	50	78	35	30	7	4	0	0	0	0	0
32333	Walpersbach	882	703	683	20	197	239	112	21	45	31	31	2	5	0	0	0	0	0
32334	Weikersdorf am Steinfelde	858	705	683	22	109	256	192	22	35	41	17	9	2	0	0	0	0	0
32335	Wiesmath	1279	1000	976	24	213	419	195	28	47	43	22	5	4	0	0	0	0	0
32336	Winzendorf-Muthmannsdorf	1481	1054	1031	23	302	238	207	37	104	79	43	14	7	0	0	0	0	0
32337	Wöllersdorf-Steinabrückl	3260	2363	2326	37	740	429	671	70	165	130	87	17	17	0	0	0	0	0
32338	Zillingdorf	1571	1227	1201	26	456	237	290	33	85	55	32	5	8	0	0	0	0	0
32399	Wahlkarten - Wiener Neustadt (Land)	0	3766	3686	80	1164	1066	569	98	414	198	121	30	26	0	0	0	0	0
32400	Wien-Umgebung	87929	68708	67504	1204	19113	14812	13432	1958	8574	3304	5045	670	596	0	0	0	0	0
32401	Ebergassing	2686	1840	1818	22	773	248	441	28	142	98	58	13	17	0	0	0	0	0
32402	Fischamend	3738	2494	2438	56	931	374	591	76	189	105	101	58	13	0	0	0	0	0
32403	Gablitz	3652	2465	2420	45	586	624	441	58	312	132	229	18	20	0	0	0	0	0
32404	Gerasdorf bei Wien	8122	5813	5747	66	1819	1015	1472	181	505	325	326	48	56	0	0	0	0	0
32405	Gramatneusiedl	2092	1404	1376	28	507	246	317	42	119	71	51	13	10	0	0	0	0	0
32406	Himberg	5317	3835	3775	60	1357	662	967	85	287	199	169	31	18	0	0	0	0	0
32407	Klein-Neusiedl	654	463	460	3	240	62	84	8	27	18	12	8	1	0	0	0	0	0
32408	Klosterneuburg	19812	13786	13577	209	2394	4210	1789	454	2274	563	1647	128	118	0	0	0	0	0
32409	Lanzendorf	1300	940	916	24	353	121	248	22	56	54	48	3	11	0	0	0	0	0
32410	Leopoldsdorf	3720	2688	2646	42	810	521	614	82	276	138	163	15	27	0	0	0	0	0
32411	Maria-Lanzendorf	1602	1112	1094	18	341	208	291	31	94	66	45	10	8	0	0	0	0	0
32412	Mauerbach	2870	1999	1976	23	429	529	367	70	263	97	185	20	16	0	0	0	0	0
32413	Moosbrunn	1314	1009	994	15	295	269	207	26	74	72	34	7	10	0	0	0	0	0
32415	Pressbaum	5280	3588	3521	67	776	914	699	110	495	175	285	30	37	0	0	0	0	0
32416	Purkersdorf	6996	4773	4676	97	1255	853	784	144	837	197	490	63	53	0	0	0	0	0
32417	Rauchenwarth	517	383	379	4	73	186	52	3	33	7	14	7	4	0	0	0	0	0
32418	Schwadorf	1437	1041	1017	24	435	177	207	14	65	72	38	2	7	0	0	0	0	0
32419	Schwechat	12199	8305	8121	184	3052	902	2178	222	855	435	310	91	76	0	0	0	0	0
32421	Tullnerbach	2092	1510	1488	22	306	404	248	47	214	53	186	13	17	0	0	0	0	0
32423	Wolfsgraben	1290	975	965	10	177	256	198	45	150	48	78	9	4	0	0	0	0	0
32424	Zwölfaxing	1239	885	862	23	247	173	231	24	74	56	39	8	10	0	0	0	0	0
32499	Wahlkarten - Wien-Umgebung	0	7400	7238	162	1957	1858	1006	186	1233	323	537	75	63	0	0	0	0	0
32500	Zwettl	36353	30574	29678	896	5245	14794	4837	639	1895	1118	841	147	162	0	0	0	0	0
32501	Allentsteig	1690	1208	1170	38	251	459	285	34	49	47	39	1	5	0	0	0	0	0
32502	Arbesbach	1402	1050	1008	42	104	585	159	35	52	26	36	6	5	0	0	0	0	0
32503	Bärnkopf	307	235	228	7	121	54	37	3	5	3	3	2	0	0	0	0	0	0
32504	Echsenbach	1021	801	768	33	121	453	109	11	33	18	18	2	3	0	0	0	0	0
32505	Göpfritz an der Wild	1513	1180	1144	36	263	467	270	12	69	37	13	11	2	0	0	0	0	0
32506	Grafenschlag	737	581	551	30	88	309	69	16	35	19	8	5	2	0	0	0	0	0
32508	Groß Gerungs	3854	2923	2814	109	474	1384	482	53	183	119	86	14	19	0	0	0	0	0
32509	Großgöttfritz	1168	966	947	19	162	445	231	25	28	29	22	3	2	0	0	0	0	0
32511	Gutenbrunn	460	355	355	0	138	118	71	2	11	7	6	2	0	0	0	0	0	0
32514	Kirchschlag	553	457	444	13	94	227	67	16	16	14	8	2	0	0	0	0	0	0
32515	Kottes-Purk	1253	996	970	26	175	533	131	17	60	37	11	6	0	0	0	0	0	0
32516	Langschlag	1502	1129	1077	52	212	552	172	18	38	45	23	10	7	0	0	0	0	0
32517	Martinsberg	947	721	696	25	171	335	114	13	21	26	11	2	3	0	0	0	0	0
32518	Ottenschlag	851	675	663	12	123	322	90	28	31	31	32	3	3	0	0	0	0	0
32519	Altmelon	718	552	541	11	107	262	108	18	12	24	4	0	6	0	0	0	0	0
32520	Pölla	823	609	590	19	115	297	114	7	21	22	11	2	1	0	0	0	0	0
32521	Rappottenstein	1446	1107	1070	37	148	527	192	30	59	51	47	8	8	0	0	0	0	0
32522	Sallingberg	1102	853	829	24	106	460	141	19	35	44	12	3	9	0	0	0	0	0
32523	Schönbach	704	562	541	21	90	320	59	14	23	20	11	3	1	0	0	0	0	0
32524	Schwarzenau	1255	982	955	27	286	353	177	13	55	39	22	6	4	0	0	0	0	0
32525	Schweiggers	1650	1308	1278	30	93	852	157	26	49	53	38	1	9	0	0	0	0	0
32528	Bad Traunstein	864	648	637	11	73	464	54	10	16	10	4	2	4	0	0	0	0	0
32529	Waldhausen	1049	805	791	14	143	402	117	18	46	39	16	3	7	0	0	0	0	0
32530	Zwettl-Niederösterreich	9484	7196	6995	201	1145	3331	1107	155	640	268	271	33	45	0	0	0	0	0
32599	Wahlkarten - Zwettl	0	2675	2616	59	442	1283	324	46	308	90	89	17	17	0	0	0	0	0
3A000	Weinviertel	237018	193508	189435	4073	51617	62417	36217	4554	15984	8603	7452	1295	1296	0	0	0	0	0
3A099	Wahlkarten - Weinviertel	0	766	755	11	167	171	154	20	133	28	62	11	9	0	0	0	0	0
3B000	Waldviertel	181352	149822	145913	3909	35295	58886	24284	3396	11339	6021	4817	1016	859	0	0	0	0	0
3B099	Wahlkarten - Waldviertel	0	503	494	9	82	120	72	19	113	20	56	6	6	0	0	0	0	0
3C000	Mostviertel	194082	161354	157399	3955	40660	56252	27981	4369	14495	6581	4953	982	1126	0	0	0	0	0
3C099	Wahlkarten - Mostviertel	0	456	447	9	83	111	55	19	114	12	42	10	1	0	0	0	0	0
3D000	Niederösterreich Mitte	193891	157482	153964	3518	45110	44673	28142	4083	15757	7167	6550	1331	1151	0	0	0	0	0
3D099	Wahlkarten - Niederösterreich Mitte	0	514	506	8	102	120	64	25	108	26	46	4	11	0	0	0	0	0
3	Niederösterreich Süd	158748	125006	122531	2475	38705	31450	26577	3427	9908	6302	4382	922	858	0	0	0	0	0
3E+99	Wahlkarten - Niederösterreich Süd	0	365	362	3	77	72	66	22	55	25	34	6	5	0	0	0	0	0
3F000	Wien Umgebung	176143	140364	138034	2330	35674	33155	24799	4149	19375	6717	11636	1338	1191	0	0	0	0	0
3F099	Wahlkarten - Wien Umgebung	0	1051	1041	10	222	227	134	41	220	58	118	12	9	0	0	0	0	0
3G000	Niederösterreich Süd - Ost	137441	108644	106722	1922	32927	23512	22601	3041	10629	6714	5495	873	930	0	0	0	0	0
3G099	Wahlkarten - Süd-Ost	0	436	431	5	88	95	63	18	83	25	53	3	3	0	0	0	0	0
40000	Oberösterreich	1099182	861015	839400	21615	228293	212843	180041	29700	102003	40379	28604	6277	6757	2946	1557	0	0	0
40099	Wahlkarten - O, ungültig nicht zuordenbar	0	38	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40100	Linz (Stadt)	140809	100357	98462	1895	33229	14959	19092	2755	16826	4191	4705	1405	920	202	178	0	0	0
40101	Linz	140809	87131	85460	1671	29562	12349	17409	2463	13674	3702	3986	1216	792	167	140	0	0	0
40199	Wahlkarten - Linz (Stadt	0	13226	13002	224	3667	2610	1683	292	3152	489	719	189	128	35	38	0	0	0
40200	Steyr (Stadt)	28386	20630	20243	387	7764	2501	4382	653	2609	1152	735	205	152	54	36	0	0	0
40201	Steyr	28386	18660	18315	345	7125	2107	4144	611	2198	1068	649	190	147	51	25	0	0	0
40299	Wahlkarten - Steyr (Stadt)	0	1970	1928	42	639	394	238	42	411	84	86	15	5	3	11	0	0	0
40300	Wels (Stadt)	40671	29490	29039	451	9434	4171	7857	963	3651	1330	1066	230	221	68	48	0	0	0
40301	Wels	40671	26608	26197	411	8613	3625	7365	894	3048	1199	942	206	201	62	42	0	0	0
40399	Wahlkarten - Wels (Stadt)	0	2882	2842	40	821	546	492	69	603	131	124	24	20	6	6	0	0	0
40400	Braunau am Inn	75446	54847	53292	1555	12739	15262	13426	1891	5053	2651	1365	277	369	181	78	0	0	0
40401	Altheim	3806	2642	2560	82	732	595	751	93	187	115	60	9	11	6	1	0	0	0
40402	Aspach	1966	1366	1322	44	203	549	321	48	91	64	24	3	10	7	2	0	0	0
40403	Auerbach	403	315	304	11	17	137	103	7	20	9	3	0	3	5	0	0	0	0
40404	Braunau am Inn	12066	7021	6878	143	2270	1098	1802	269	810	309	194	49	51	16	10	0	0	0
40405	Burgkirchen	2026	1371	1332	39	239	494	319	54	121	59	30	4	10	0	2	0	0	0
40406	Eggelsberg	1756	1147	1105	42	190	327	325	34	101	61	42	7	12	4	2	0	0	0
40407	Feldkirchen bei Mattighofen	1546	1037	992	45	128	340	314	32	83	53	17	5	12	6	2	0	0	0
40408	Franking	715	450	435	15	78	165	104	19	29	19	17	2	1	1	0	0	0	0
40409	Geretsberg	848	530	513	17	80	202	123	13	47	23	15	0	7	1	2	0	0	0
40410	Gilgenberg am Weilhart	1006	666	650	16	70	269	164	20	49	50	16	5	5	0	2	0	0	0
40411	Haigermoos	464	319	311	8	56	130	65	11	29	11	8	0	1	0	0	0	0	0
40412	Handenberg	1048	725	709	16	103	289	190	26	37	28	17	4	4	11	0	0	0	0
40413	Helpfau-Uttendorf	2387	1588	1537	51	337	467	403	58	97	101	46	6	11	6	5	0	0	0
40414	Hochburg-Ach	2198	1344	1313	31	237	496	271	40	128	74	45	4	8	9	1	0	0	0
40415	Höhnhart	1143	782	763	19	156	277	230	17	32	26	11	4	4	6	0	0	0	0
40416	Jeging	510	370	361	9	96	109	94	12	13	17	10	3	5	2	0	0	0	0
40417	Kirchberg bei Mattighofen	913	623	606	17	82	223	152	27	68	22	25	2	2	3	0	0	0	0
40418	Lengau	3489	2399	2316	83	742	480	591	67	256	105	49	9	11	1	5	0	0	0
40419	Lochen am See	2025	1449	1397	52	205	507	360	56	122	78	46	8	7	5	3	0	0	0
40420	Maria Schmolln	1143	789	760	29	131	335	179	24	50	20	16	2	0	2	1	0	0	0
40421	Mattighofen	3734	2294	2236	58	775	331	593	88	214	123	64	15	21	7	5	0	0	0
40422	Mauerkirchen	1629	940	917	23	240	229	259	37	60	57	17	5	4	9	0	0	0	0
40423	Mining	933	660	637	23	131	219	136	27	61	28	25	0	6	4	0	0	0	0
40424	Moosbach	757	537	528	9	68	168	191	18	34	30	12	2	4	1	0	0	0	0
40425	Moosdorf	1233	819	798	21	248	206	162	23	92	24	24	6	11	1	1	0	0	0
40426	Munderfing	2212	1475	1419	56	381	449	282	65	112	67	44	5	8	5	1	0	0	0
40427	Neukirchen an der Enknach	1735	1186	1153	33	256	373	316	44	76	54	17	5	5	7	0	0	0	0
40428	Ostermiething	2389	1454	1385	69	268	433	333	55	148	85	37	5	11	4	6	0	0	0
40429	Palting	760	531	510	21	83	194	111	19	51	36	10	1	3	1	1	0	0	0
40430	Perwang am Grabensee	719	497	480	17	81	163	106	18	64	26	15	3	3	0	1	0	0	0
40431	Pfaffstätt	746	503	483	20	117	153	115	16	43	25	7	2	5	0	0	0	0	0
40432	Pischelsdorf am Engelbach	1302	931	910	21	142	362	265	17	55	49	10	5	3	1	1	0	0	0
40433	Polling im Innkreis	771	553	542	11	91	196	176	17	21	29	7	3	1	0	1	0	0	0
40434	Roßbach	773	556	541	15	116	190	149	14	26	25	12	3	5	1	0	0	0	0
40435	Sankt Georgen am Fillmannsbach	321	221	220	1	25	66	94	7	7	13	0	1	1	5	1	0	0	0
40436	Sankt Johann am Walde	1667	1148	1109	39	345	318	275	32	67	42	21	5	2	2	0	0	0	0
40437	Sankt Pantaleon	2345	1535	1496	39	421	328	405	41	143	98	29	15	11	3	2	0	0	0
40438	Sankt Peter am Hart	1846	1239	1199	40	300	316	272	58	135	71	29	9	7	2	0	0	0	0
40439	Sankt Radegund	471	349	340	9	30	192	41	7	46	11	7	3	3	0	0	0	0	0
40440	Sankt Veit im Innkreis	327	246	239	7	63	80	61	4	13	12	1	0	2	3	0	0	0	0
40441	Schalchen	2833	1869	1825	44	523	402	499	70	175	96	37	8	11	3	1	0	0	0
40442	Schwand im Innkreis	709	505	493	12	63	219	107	21	42	22	11	2	3	0	3	0	0	0
40443	Tarsdorf	1615	1074	1037	37	149	389	280	33	101	46	18	4	6	11	0	0	0	0
40444	Treubach	581	387	377	10	35	169	116	15	17	14	8	0	3	0	0	0	0	0
40445	Überackern	441	261	253	8	62	95	55	5	16	14	2	2	0	1	1	0	0	0
40446	Weng im Innkreis	1139	798	773	25	142	274	242	26	37	25	24	1	2	0	0	0	0	0
40499	Wahlkarten - Braunau am Inn	0	5346	5228	118	1432	1259	924	187	827	285	186	41	53	19	15	0	0	0
40500	Eferding	25480	20783	20272	511	5378	5380	4711	681	2320	931	527	113	142	58	31	0	0	0
40501	Alkoven	4391	3324	3239	85	1107	628	713	109	378	157	91	18	23	9	6	0	0	0
40502	Aschach an der Donau	1654	1264	1232	32	352	252	306	43	173	52	34	10	7	1	2	0	0	0
40503	Eferding	2868	2016	1972	44	597	462	429	59	234	70	74	21	18	6	2	0	0	0
40504	Fraham	1834	1386	1353	33	431	278	324	52	136	71	41	7	10	3	0	0	0	0
40505	Haibach ob der Donau	1091	808	783	25	189	299	123	23	91	35	12	4	5	1	1	0	0	0
40506	Hartkirchen	3378	2527	2479	48	549	702	664	96	258	117	58	11	18	2	4	0	0	0
40507	Hinzenbach	1566	1218	1192	26	324	334	302	33	110	55	23	3	7	0	1	0	0	0
40508	Prambachkirchen	2259	1717	1669	48	339	561	425	52	143	89	35	9	9	6	1	0	0	0
40509	Pupping	1578	1080	1063	17	258	311	270	26	125	41	19	3	4	4	2	0	0	0
40510	Sankt Marienkirchen an der Polsenz	1834	1420	1372	48	344	404	330	49	136	48	30	12	11	5	3	0	0	0
40511	Scharten	1714	1360	1334	26	332	297	348	56	181	54	35	4	9	14	4	0	0	0
40512	Stroheim	1313	999	957	42	141	365	228	42	76	63	29	4	4	2	3	0	0	0
40599	Wahlkarten - Eferding	0	1664	1627	37	415	487	249	41	279	79	46	7	17	5	2	0	0	0
40600	Freistadt	52884	44085	42729	1356	11231	14047	7656	1553	4668	1672	984	322	378	141	77	0	0	0
40601	Freistadt	5893	4269	4177	92	1184	1093	787	185	551	178	90	47	52	9	1	0	0	0
40602	Grünbach	1523	1111	1075	36	234	325	259	55	95	54	28	8	11	2	4	0	0	0
40603	Gutau	2200	1677	1627	50	479	556	261	81	139	48	29	16	10	4	4	0	0	0
40604	Hagenberg im Mühlkreis	2211	1596	1564	32	439	367	327	55	223	68	44	11	25	2	3	0	0	0
40605	Hirschbach im Mühlkreis	951	743	709	34	137	307	93	28	87	22	16	6	7	4	2	0	0	0
40606	Kaltenberg	502	409	400	9	29	237	82	10	17	16	5	0	2	2	0	0	0	0
40607	Kefermarkt	1653	1238	1196	42	366	353	212	57	109	49	33	6	8	2	1	0	0	0
40608	Königswiesen	2569	1966	1880	86	413	775	403	42	134	56	27	11	5	12	2	0	0	0
40609	Lasberg	2271	1716	1672	44	347	621	250	66	245	62	36	16	18	7	4	0	0	0
40610	Leopoldschlag	851	660	622	38	112	290	99	24	44	29	16	0	6	1	1	0	0	0
40611	Liebenau	1409	1044	1012	32	269	426	171	26	38	39	17	10	8	7	1	0	0	0
40612	Neumarkt im Mühlkreis	2538	1934	1864	70	494	579	293	70	265	72	62	13	9	4	3	0	0	0
40613	Pierbach	796	616	595	21	122	240	139	16	32	24	11	2	1	7	1	0	0	0
40614	Pregarten	4142	3160	3063	97	962	783	577	116	321	144	86	26	28	13	7	0	0	0
40615	Rainbach im Mühlkreis	2324	1692	1628	64	411	680	236	60	129	51	27	6	20	7	1	0	0	0
40616	Sandl	1182	923	891	32	316	253	136	30	70	38	19	14	6	7	2	0	0	0
40617	Sankt Leonhard bei Freistadt	1154	931	895	36	235	351	161	18	47	43	19	8	6	6	1	0	0	0
40618	Sankt Oswald bei Freistadt	2232	1702	1661	41	529	506	342	64	103	57	28	11	15	5	1	0	0	0
40619	Schönau im Mühlkreis	1573	1273	1232	41	257	506	239	37	83	62	23	6	11	4	4	0	0	0
40620	Tragwein	2474	1966	1908	58	622	620	283	59	178	59	53	10	16	6	2	0	0	0
40621	Unterweißenbach	1893	1399	1341	58	282	541	355	23	68	42	15	4	5	4	2	0	0	0
40622	Unterweitersdorf	1643	1311	1273	38	416	286	246	52	173	37	36	12	8	4	3	0	0	0
40623	Waldburg	1078	843	826	17	207	293	133	28	99	34	14	5	8	4	1	0	0	0
40624	Wartberg ob der Aist	3402	2557	2481	76	805	521	484	120	325	106	74	18	18	3	7	0	0	0
40625	Weitersfelden	862	673	653	20	155	280	104	25	48	16	20	1	3	0	1	0	0	0
40626	Windhaag bei Freistadt	1295	1001	964	37	214	424	169	33	59	38	13	8	4	1	1	0	0	0
40627	Bad Zell	2263	1809	1753	56	317	677	326	71	227	69	27	14	14	7	4	0	0	0
40699	Wahlkarten - Freistadt	0	3866	3767	99	878	1157	489	102	759	159	116	33	54	7	13	0	0	0
40700	Gmunden	78662	61343	59663	1680	18211	12895	11598	2392	7684	3071	2351	579	479	277	126	0	0	0
40701	Altmünster	7754	5371	5205	166	1343	1226	1030	216	765	277	222	42	35	33	16	0	0	0
40702	Bad Goisern am Hallstättersee	6089	4274	4148	126	1736	512	848	174	384	229	115	62	31	44	13	0	0	0
40703	Bad Ischl	10792	7138	6946	192	2177	1257	1387	313	917	373	321	100	63	18	20	0	0	0
40704	Ebensee	6453	4449	4331	118	1909	674	729	148	448	193	137	46	30	11	6	0	0	0
40705	Gmunden	10132	6262	6134	128	1409	1446	1118	317	1001	338	380	40	48	21	16	0	0	0
40706	Gosau	1467	1054	1015	39	455	205	151	50	62	44	32	7	4	5	0	0	0	0
40707	Grünau im Almtal	1623	1183	1147	36	355	295	240	41	98	63	29	10	11	1	4	0	0	0
40708	Gschwandt	2122	1618	1566	52	378	430	365	55	188	59	57	12	10	7	5	0	0	0
40709	Hallstatt	640	475	464	11	199	70	58	11	71	18	11	17	6	2	1	0	0	0
40710	Kirchham	1593	1185	1148	37	160	487	228	46	106	72	27	6	9	7	0	0	0	0
40711	Laakirchen	7122	5036	4914	122	1829	927	1029	173	497	219	135	38	43	18	6	0	0	0
40712	Obertraun	588	441	422	19	209	59	53	19	42	18	2	18	0	1	1	0	0	0
40713	Ohlsdorf	3943	2792	2707	85	769	587	642	98	309	152	98	18	19	14	1	0	0	0
40714	Pinsdorf	2940	2072	2018	54	643	323	510	86	249	101	71	13	16	5	1	0	0	0
40715	Roitham	1620	1154	1125	29	323	288	275	45	97	46	29	8	6	7	1	0	0	0
40716	Sankt Konrad	879	616	595	21	134	229	100	31	59	17	11	6	3	5	0	0	0	0
40717	St. Wolfgang im Salzkammergut	2159	1449	1395	54	376	413	269	67	115	71	50	12	17	5	0	0	0	0
40718	Traunkirchen	1330	938	910	28	211	238	148	47	155	41	53	4	5	8	0	0	0	0
40719	Scharnstein	3710	2632	2556	76	748	571	591	109	253	143	86	19	20	9	7	0	0	0
40720	Vorchdorf	5706	4037	3932	105	1058	885	946	148	453	241	123	25	26	21	6	0	0	0
40799	Wahlkarten - Gmunden	0	7167	6985	182	1790	1773	881	198	1415	356	362	76	77	35	22	0	0	0
40800	Grieskirchen	49884	40198	38924	1274	8273	12254	9246	1384	4156	1790	1090	214	286	156	75	0	0	0
40801	Aistersheim	657	465	449	16	84	151	116	19	32	20	21	2	1	2	1	0	0	0
40802	Bad Schallerbach	2899	1969	1920	49	495	472	485	68	225	92	56	6	10	6	5	0	0	0
40803	Bruck-Waasen	1873	1361	1312	49	217	509	287	62	124	63	35	4	6	3	2	0	0	0
40804	Eschenau im Hausruckkreis	898	701	675	26	82	278	188	15	51	30	13	6	8	1	3	0	0	0
40805	Gallspach	1868	1293	1269	24	340	241	402	33	121	57	44	6	9	15	1	0	0	0
40806	Gaspoltshofen	2819	1923	1856	67	399	517	554	57	188	61	33	13	21	8	5	0	0	0
40807	Geboltskirchen	1138	860	822	38	207	257	179	30	77	45	5	4	7	10	1	0	0	0
40808	Grieskirchen	3551	2532	2457	75	604	571	603	109	316	101	105	15	17	12	4	0	0	0
40809	Haag am Hausruck	1651	1166	1135	31	299	318	270	28	127	38	32	5	8	8	2	0	0	0
40810	Heiligenberg	537	439	423	16	26	210	110	12	33	23	5	2	1	1	0	0	0	0
40811	Hofkirchen an der Trattnach	1222	880	853	27	155	291	221	29	72	38	22	9	11	3	2	0	0	0
40812	Kallham	2063	1540	1481	59	311	483	350	56	135	69	57	5	10	3	2	0	0	0
40813	Kematen am Innbach	1028	733	715	18	141	186	234	35	55	37	14	7	3	2	1	0	0	0
40814	Meggenhofen	1085	827	810	17	149	330	154	20	93	31	20	6	6	1	0	0	0	0
40815	Michaelnbach	1027	743	708	35	103	314	139	27	54	47	15	2	5	1	1	0	0	0
