GKZ	Gebiet	Wahlberechtigte	StimmenAbgegeben	StimmenGueltig	StimmenUngueltig	ÖVP	SPÖ	FPÖ	NEOS	JETZT	GRÜNE	KPÖ	WANDL	BZÖ	BIER	CPÖ	GILT	SLP
40720	Vorchdorf	5747	3810	3756	54	1328	822	771	259	52	494	14	15	0	0	0	0	1
40799	Wahlkarten - Gmunden	0	12354	12214	140	4155	2753	1381	1222	201	2344	74	78	0	0	0	0	6
40800	Grieskirchen	50592	40380	39670	710	16571	6712	8057	2694	453	4854	146	173	0	0	0	0	10
40801	Aistersheim	714	441	431	10	161	58	125	31	2	49	1	4	0	0	0	0	0
40802	Bad Schallerbach	3086	1794	1773	21	598	388	371	161	24	214	10	7	0	0	0	0	0
40804	Eschenau im Hausruckkreis	897	663	645	18	385	56	137	23	2	39	1	1	0	0	0	0	1
40805	Gallspach	1838	1079	1069	10	359	233	297	60	8	103	3	6	0	0	0	0	0
40806	Gaspoltshofen	2842	1661	1614	47	594	251	422	125	29	178	6	8	0	0	0	0	1
40807	Geboltskirchen	1160	792	777	15	301	177	148	39	10	94	3	5	0	0	0	0	0
40808	Grieskirchen	3522	2160	2124	36	748	464	426	149	24	291	9	13	0	0	0	0	0
40809	Haag am Hausruck	1662	1080	1066	14	407	200	200	86	11	155	2	4	0	0	0	0	1
40810	Heiligenberg	569	449	445	4	275	21	94	23	1	29	2	0	0	0	0	0	0
40811	Hofkirchen an der Trattnach	1241	821	803	18	352	113	182	53	8	87	5	3	0	0	0	0	0
40812	Kallham	2060	1250	1222	28	538	215	256	60	10	133	6	3	0	0	0	0	1
40813	Kematen am Innbach	1079	726	711	15	261	117	216	41	14	60	2	0	0	0	0	0	0
40814	Meggenhofen	1187	785	763	22	361	102	121	62	8	103	3	3	0	0	0	0	0
40815	Michaelnbach	1034	637	623	14	356	72	107	28	8	50	1	1	0	0	0	0	0
40816	Natternbach	1870	1272	1240	32	596	230	247	51	10	99	2	4	0	0	0	0	1
40817	Neukirchen am Walde	1334	971	957	14	460	144	204	59	7	76	3	4	0	0	0	0	0
40818	Neumarkt im Hausruckkreis	1101	649	638	11	222	163	153	24	8	59	5	4	0	0	0	0	0
40820	Pötting	455	333	331	2	206	33	46	26	4	16	0	0	0	0	0	0	0
40821	Pollham	788	478	468	10	221	59	73	30	8	76	1	0	0	0	0	0	0
40822	Pram	1351	836	819	17	290	127	225	52	10	106	3	5	0	0	0	0	1
40823	Rottenbach	846	557	544	13	182	89	174	30	8	51	6	4	0	0	0	0	0
40824	St. Agatha	1746	1223	1196	27	657	142	232	70	11	75	5	4	0	0	0	0	0
40825	St. Georgen bei Grieskirchen	1084	700	691	9	263	124	137	52	10	97	4	4	0	0	0	0	0
40826	St. Thomas	432	301	296	5	151	42	56	9	7	27	1	3	0	0	0	0	0
40827	Schlüßlberg	2377	1572	1545	27	534	439	281	87	18	171	10	5	0	0	0	0	0
40828	Steegen	916	555	546	9	273	65	107	26	4	65	1	5	0	0	0	0	0
40829	Taufkirchen an der Trattnach	1612	1044	1028	16	436	156	271	42	9	105	6	3	0	0	0	0	0
40830	Tollet	762	511	506	5	210	88	83	44	5	74	1	1	0	0	0	0	0
40831	Waizenkirchen	2918	1976	1952	24	938	243	396	117	26	218	7	7	0	0	0	0	0
40832	Wallern an der Trattnach	2392	1552	1529	23	540	324	326	111	23	193	5	7	0	0	0	0	0
40833	Weibern	1300	828	808	20	399	108	120	67	4	108	1	1	0	0	0	0	0
40834	Wendling	688	439	434	5	204	56	109	17	2	43	1	1	0	0	0	0	1
40835	Peuerbach	3729	2339	2308	31	1107	306	440	173	23	238	9	12	0	0	0	0	0
40899	Wahlkarten - Grieskirchen	0	7906	7768	138	2986	1307	1275	666	97	1372	21	41	0	0	0	0	3
40900	Kirchdorf an der Krems	43478	33808	33304	504	12971	6748	6223	2422	435	4160	148	189	0	0	0	0	8
40901	Edlbach	503	316	313	3	161	52	51	25	0	22	1	1	0	0	0	0	0
40902	Grünburg	2940	1746	1714	32	652	419	389	70	21	148	9	6	0	0	0	0	0
40903	Hinterstoder	720	446	439	7	215	52	89	34	7	39	2	1	0	0	0	0	0
40904	Inzersdorf im Kremstal	1507	956	930	26	380	158	183	59	16	125	5	4	0	0	0	0	0
40905	Kirchdorf an der Krems	3267	1940	1914	26	559	539	288	136	32	342	7	8	0	0	0	0	3
40906	Klaus an der Pyhrnbahn	805	531	517	14	161	204	87	21	4	37	2	1	0	0	0	0	0
40907	Kremsmünster	4708	2963	2921	42	1226	445	519	271	33	397	15	15	0	0	0	0	0
40908	Micheldorf in Oberösterreich	4513	2917	2880	37	941	780	514	200	44	370	12	17	0	0	0	0	2
40909	Molln	2773	1811	1783	28	635	447	359	112	21	191	10	8	0	0	0	0	0
40910	Nußbach	1833	1231	1218	13	625	192	158	98	10	125	3	7	0	0	0	0	0
40911	Oberschlierbach	369	265	263	2	135	34	29	17	2	44	0	2	0	0	0	0	0
40912	Pettenbach	4057	2685	2637	48	1004	417	661	189	23	321	13	9	0	0	0	0	0
40913	Ried im Traunkreis	2158	1430	1410	20	670	161	333	92	19	123	1	11	0	0	0	0	0
40914	Rosenau am Hengstpaß	491	306	302	4	102	103	64	14	4	9	3	3	0	0	0	0	0
40915	Roßleithen	1485	907	889	18	397	183	186	42	7	64	3	6	0	0	0	0	1
40916	St. Pankraz	278	176	173	3	50	31	67	9	2	13	1	0	0	0	0	0	0
40917	Schlierbach	2183	1416	1401	15	537	232	260	129	17	216	8	2	0	0	0	0	0
40918	Spital am Pyhrn	1758	1061	1051	10	421	235	267	49	11	63	2	2	0	0	0	0	1
40919	Steinbach am Ziehberg	686	451	444	7	206	75	79	32	6	38	5	3	0	0	0	0	0
40920	Steinbach an der Steyr	1603	1092	1081	11	535	220	181	44	17	78	1	4	0	0	0	0	1
40921	Vorderstoder	662	408	396	12	219	39	81	23	2	31	1	0	0	0	0	0	0
40922	Wartberg an der Krems	2304	1502	1481	21	682	234	260	105	12	170	8	10	0	0	0	0	0
40923	Windischgarsten	1875	1087	1064	23	423	254	193	72	18	96	4	4	0	0	0	0	0
40999	Wahlkarten - Kirchdorf an der Krems	0	6165	6083	82	2035	1242	925	579	107	1098	32	65	0	0	0	0	0
41000	Linz-Land	107635	83273	82206	1067	25574	22406	13863	6997	1260	11290	415	372	0	0	0	0	29
41001	Allhaming	928	637	631	6	283	97	112	56	5	71	2	5	0	0	0	0	0
41002	Ansfelden	10867	6569	6475	94	1604	2130	1649	369	94	578	28	22	0	0	0	0	1
41003	Asten	4672	2994	2950	44	797	1020	648	176	38	246	13	10	0	0	0	0	2
41004	Eggendorf im Traunkreis	748	490	486	4	202	98	85	37	9	49	3	3	0	0	0	0	0
41005	Enns	7954	4996	4940	56	1521	1480	782	367	86	642	33	27	0	0	0	0	2
41006	Hargelsberg	1074	758	749	9	301	165	114	67	13	83	4	1	0	0	0	0	1
41007	Hörsching	4546	2996	2950	46	995	747	594	233	41	308	16	15	0	0	0	0	1
41008	Hofkirchen im Traunkreis	1433	942	923	19	297	212	150	108	15	132	2	6	0	0	0	0	1
41009	Kematen an der Krems	2086	1315	1295	20	511	268	258	108	20	116	7	7	0	0	0	0	0
41010	Kirchberg-Thening	1961	1333	1322	11	389	367	216	139	17	183	7	3	0	0	0	0	1
41011	Kronstorf	2683	1830	1798	32	594	534	296	130	23	195	6	18	0	0	0	0	2
41012	Leonding	20907	12991	12841	150	3713	3427	1989	1196	234	2163	65	52	0	0	0	0	2
41013	St. Florian	5025	3256	3209	47	1235	665	465	340	49	424	18	11	0	0	0	0	2
41014	Neuhofen an der Krems	4974	2830	2790	40	880	649	429	250	54	500	11	17	0	0	0	0	0
41015	Niederneukirchen	1675	1103	1093	10	455	214	199	69	14	132	7	2	0	0	0	0	1
41016	Oftering	1647	1144	1132	12	395	280	213	84	20	130	7	3	0	0	0	0	0
41017	Pasching	5468	3726	3670	56	1067	1065	626	360	60	443	20	27	0	0	0	0	2
41018	Piberbach	1475	934	920	14	352	209	158	79	18	92	8	4	0	0	0	0	0
41019	Pucking	3157	2067	2027	40	658	444	522	153	20	210	12	8	0	0	0	0	0
41020	St. Marien	3785	2468	2427	41	900	583	377	205	33	299	16	12	0	0	0	0	2
41021	Traun	15940	9335	9207	128	2469	3247	1748	509	145	1006	50	27	0	0	0	0	6
41022	Wilhering	4630	3126	3093	33	1074	715	332	350	49	556	13	4	0	0	0	0	0
41099	Wahlkarten - Linz-Land	0	15433	15278	155	4882	3790	1901	1612	203	2732	67	88	0	0	0	0	3
41100	Perg	52899	43095	42302	793	16669	10586	6831	2540	505	4770	199	183	0	0	0	0	19
41101	Allerheiligen im Mühlkreis	1021	753	739	14	328	170	126	43	8	62	0	2	0	0	0	0	0
41102	Arbing	1158	813	800	13	324	176	127	67	4	101	1	0	0	0	0	0	0
41103	Baumgartenberg	1364	942	924	18	397	162	230	45	6	77	3	4	0	0	0	0	0
41104	Dimbach	811	542	526	16	255	104	94	25	5	39	2	2	0	0	0	0	0
41105	Grein	2296	1436	1408	28	564	336	260	78	27	129	6	6	0	0	0	0	2
41106	Katsdorf	2525	1689	1656	33	597	411	203	141	30	260	7	7	0	0	0	0	0
41107	Klam	761	462	455	7	187	71	128	24	6	35	1	3	0	0	0	0	0
41108	Bad Kreuzen	1781	1148	1124	24	702	91	175	56	8	79	4	9	0	0	0	0	0
41109	Langenstein	1951	1369	1350	19	404	530	217	58	12	115	7	6	0	0	0	0	1
41110	Luftenberg an der Donau	3320	2179	2138	41	676	661	374	127	39	242	5	12	0	0	0	0	2
41111	Mauthausen	3641	2324	2287	37	632	888	343	118	28	253	12	12	0	0	0	0	1
41112	Mitterkirchen im Machland	1350	892	875	17	420	196	154	33	7	58	3	4	0	0	0	0	0
41113	Münzbach	1309	961	920	41	521	98	184	38	8	66	2	3	0	0	0	0	0
41114	Naarn im Machlande	2799	2002	1975	27	894	451	327	110	22	158	7	5	0	0	0	0	1
41115	Pabneukirchen	1329	903	883	20	463	130	177	36	5	65	5	2	0	0	0	0	0
41116	Perg	6364	4097	4031	66	1467	1005	719	265	60	480	15	15	0	0	0	0	5
41117	Rechberg	751	549	540	9	355	58	55	20	3	45	2	2	0	0	0	0	0
41118	Ried in der Riedmark	3410	2357	2310	47	843	692	330	141	20	261	13	8	0	0	0	0	2
41119	St. Georgen am Walde	1622	1121	1092	29	529	260	198	42	6	52	3	2	0	0	0	0	0
41120	St. Georgen an der Gusen	3279	2231	2193	38	662	712	290	133	33	336	16	10	0	0	0	0	1
41121	St. Nikola an der Donau	563	375	367	8	206	68	44	14	5	22	5	3	0	0	0	0	0
41122	St. Thomas am Blasenstein	739	505	498	7	329	52	62	21	4	27	2	1	0	0	0	0	0
41123	Saxen	1381	964	938	26	373	196	228	51	10	75	2	3	0	0	0	0	0
41124	Schwertberg	3957	2668	2622	46	792	862	413	150	40	346	11	7	0	0	0	0	1
41125	Waldhausen im Strudengau	2285	1558	1519	39	706	362	253	49	9	134	4	2	0	0	0	0	0
41126	Windhaag bei Perg	1132	769	754	15	409	101	119	37	8	74	4	2	0	0	0	0	0
41199	Wahlkarten - Perg	0	7486	7378	108	2634	1743	1001	618	92	1179	57	51	0	0	0	0	3
41200	Ried im Innkreis	46593	35635	35122	513	14904	5228	7882	2378	415	4011	158	142	0	0	0	0	4
41201	Andrichsfurt	605	392	386	6	218	23	86	17	1	38	1	2	0	0	0	0	0
41202	Antiesenhofen	813	451	442	9	197	79	119	22	3	21	1	0	0	0	0	0	0
41203	Aurolzmünster	2249	1260	1242	18	456	229	374	65	9	101	3	5	0	0	0	0	0
41204	Eberschwang	2719	1644	1603	41	575	343	407	95	13	153	11	5	0	0	0	0	1
41205	Eitzing	655	399	393	6	191	53	97	21	2	29	0	0	0	0	0	0	0
41206	Geiersberg	423	255	252	3	117	28	58	17	4	26	2	0	0	0	0	0	0
41207	Geinberg	1052	527	520	7	237	58	136	28	11	45	4	1	0	0	0	0	0
41208	Gurten	929	554	550	4	231	98	144	37	5	31	3	1	0	0	0	0	0
41209	Hohenzell	1797	1156	1132	24	536	113	215	101	13	150	2	2	0	0	0	0	0
41210	Kirchdorf am Inn	504	345	339	6	185	33	75	18	7	20	0	1	0	0	0	0	0
41211	Kirchheim im Innkreis	587	407	397	10	207	39	98	20	2	29	1	1	0	0	0	0	0
41212	Lambrechten	1077	700	693	7	340	64	195	36	5	48	5	0	0	0	0	0	0
41213	Lohnsburg am Kobernaußerwald	1818	1117	1099	18	539	123	275	54	10	90	3	5	0	0	0	0	0
41214	Mehrnbach	1856	1065	1058	7	463	138	296	44	18	89	7	3	0	0	0	0	0
41215	Mettmach	1917	1204	1175	29	489	172	390	49	13	52	6	4	0	0	0	0	0
41216	Mörschwang	271	179	176	3	94	12	25	11	0	34	0	0	0	0	0	0	0
41217	Mühlheim am Inn	520	346	342	4	137	76	79	12	2	29	4	2	0	0	0	0	1
41218	Neuhofen im Innkreis	1925	1197	1179	18	490	210	225	94	8	138	8	6	0	0	0	0	0
41219	Obernberg am Inn	1148	555	550	5	207	97	153	35	3	51	0	4	0	0	0	0	0
41220	Ort im Innkreis	921	585	580	5	258	71	162	28	4	53	1	3	0	0	0	0	0
41221	Pattigham	756	469	466	3	212	37	123	27	4	59	4	0	0	0	0	0	0
41222	Peterskirchen	577	395	389	6	218	26	79	27	1	29	8	1	0	0	0	0	0
41223	Pramet	834	522	520	2	237	68	137	26	3	40	3	5	0	0	0	0	1
41224	Reichersberg	1149	678	665	13	317	81	162	32	7	64	1	0	0	0	0	0	1
41225	Ried im Innkreis	8345	4542	4493	49	1454	971	982	346	83	612	24	21	0	0	0	0	0
41226	St. Georgen bei Obernberg am Inn	454	312	311	1	191	27	41	18	3	29	1	1	0	0	0	0	0
41227	St. Marienkirchen am Hausruck	676	510	505	5	261	31	115	42	2	51	2	1	0	0	0	0	0
41228	St. Martin im Innkreis	1345	702	691	11	280	114	168	38	6	84	1	0	0	0	0	0	0
41229	Schildorn	962	583	569	14	258	104	102	41	11	45	6	2	0	0	0	0	0
41230	Senftenbach	618	345	335	10	157	42	75	20	4	34	3	0	0	0	0	0	0
41231	Taiskirchen im Innkreis	1931	1288	1261	27	610	135	267	78	12	151	2	6	0	0	0	0	0
41232	Tumeltsham	1265	751	740	11	349	74	162	59	9	83	1	3	0	0	0	0	0
41233	Utzenaich	1199	771	752	19	348	106	159	47	6	79	3	4	0	0	0	0	0
41234	Waldzell	1766	1136	1119	17	511	194	275	61	7	68	1	2	0	0	0	0	0
41235	Weilbach	482	321	317	4	182	31	67	8	0	26	2	1	0	0	0	0	0
41236	Wippenham	448	294	287	7	106	66	58	18	8	30	1	0	0	0	0	0	0
41299	Wahlkarten - Ried im Innkreis	0	7678	7594	84	3046	1062	1301	686	116	1300	33	50	0	0	0	0	0
41300	Rohrbach	45513	36691	36078	613	17629	5285	5947	2462	389	4058	170	132	0	0	0	0	6
41304	Altenfelden	1804	1225	1197	28	518	175	272	100	20	101	6	5	0	0	0	0	0
41305	Arnreit	909	693	681	12	376	62	113	50	7	71	1	1	0	0	0	0	0
41306	Atzesberg	369	292	287	5	152	35	65	14	1	17	0	3	0	0	0	0	0
41307	Auberg	427	311	306	5	170	26	59	18	4	26	1	2	0	0	0	0	0
41309	Haslach an der Mühl	2074	1382	1352	30	527	331	196	103	19	163	9	4	0	0	0	0	0
41311	Hörbich	325	260	255	5	148	17	55	9	0	24	0	2	0	0	0	0	0
41312	Hofkirchen im Mühlkreis	1206	751	736	15	367	98	116	45	16	91	2	1	0	0	0	0	0
41313	Julbach	1283	846	819	27	365	238	133	33	5	38	4	3	0	0	0	0	0
41314	Kirchberg ob der Donau	861	581	573	8	277	104	85	46	6	49	3	3	0	0	0	0	0
41315	Klaffer am Hochficht	1054	677	668	9	321	112	169	25	4	35	0	2	0	0	0	0	0
41316	Kleinzell im Mühlkreis	1312	878	863	15	389	159	120	57	8	125	1	3	0	0	0	0	1
41317	Kollerschlag	1192	839	827	12	457	91	201	27	11	37	1	2	0	0	0	0	0
41318	Lembach im Mühlkreis	1235	784	769	15	359	121	167	45	11	62	2	2	0	0	0	0	0
41319	Lichtenau im Mühlkreis	404	238	232	6	135	29	51	6	1	9	1	0	0	0	0	0	0
41320	Nebelberg	497	385	380	5	228	82	33	11	2	22	2	0	0	0	0	0	0
41321	Neufelden	931	588	578	10	272	84	81	35	4	100	1	1	0	0	0	0	0
41322	Niederkappel	789	562	543	19	324	45	102	35	0	30	6	1	0	0	0	0	0
41323	Niederwaldkirchen	1456	968	962	6	485	115	147	72	13	124	4	2	0	0	0	0	0
41324	Oberkappel	527	313	306	7	209	32	42	11	0	12	0	0	0	0	0	0	0
41325	Oepping	1311	890	874	16	459	104	157	55	9	82	5	3	0	0	0	0	0
41326	Peilstein im Mühlviertel	1268	895	877	18	511	130	120	43	10	59	1	3	0	0	0	0	0
41327	Pfarrkirchen im Mühlkreis	1161	802	790	12	478	68	124	38	10	69	0	3	0	0	0	0	0
41328	Putzleinsdorf	1253	857	847	10	440	71	140	69	5	108	9	5	0	0	0	0	0
41329	Neustift im Mühlkreis	1146	774	760	14	411	109	93	46	4	91	1	5	0	0	0	0	0
41331	St. Johann am Wimberg	815	534	519	15	250	59	113	35	0	57	2	3	0	0	0	0	0
41332	St. Martin im Mühlkreis	2970	2030	1997	33	924	317	331	144	21	246	6	8	0	0	0	0	0
41333	St. Oswald bei Haslach	391	268	264	4	133	53	49	7	2	18	1	1	0	0	0	0	0
41334	St. Peter am Wimberg	1455	1037	1026	11	575	151	107	75	6	104	6	2	0	0	0	0	0
41336	St. Ulrich im Mühlkreis	511	347	345	2	190	30	49	15	4	51	4	2	0	0	0	0	0
41337	St. Veit im Mühlkreis	983	713	703	10	367	69	130	59	7	67	2	2	0	0	0	0	0
41338	Sarleinsbach	1839	1329	1306	23	738	145	201	75	12	127	7	1	0	0	0	0	0
41341	Schwarzenberg am Böhmerwald	457	326	319	7	185	54	51	10	5	14	0	0	0	0	0	0	0
41342	Ulrichsberg	2349	1503	1474	29	718	205	301	86	12	129	16	6	0	0	0	0	1
41343	Aigen-Schlägl	2618	1565	1540	25	777	233	272	71	22	158	1	6	0	0	0	0	0
41344	Rohrbach-Berg	4159	2587	2542	45	1207	335	401	198	31	351	11	7	0	0	0	0	1
41345	Helfenberg	1263	890	879	11	368	157	162	91	11	78	10	2	0	0	0	0	0
41346	St. Stefan-Afiesl	909	646	632	14	333	76	107	45	5	62	2	2	0	0	0	0	0
41399	Wahlkarten - Rohrbach	0	6125	6050	75	2486	963	832	558	81	1051	42	34	0	0	0	0	3
41400	Schärding	44551	34934	34450	484	15699	5122	7941	1867	306	3218	154	138	0	0	0	0	5
41401	Altschwendt	543	391	383	8	184	60	78	17	4	37	1	1	0	0	0	0	1
41402	Andorf	4103	2850	2811	39	1157	540	747	123	23	203	11	7	0	0	0	0	0
41403	Brunnenthal	1566	984	972	12	408	146	247	49	8	101	7	6	0	0	0	0	0
41404	Diersbach	1310	844	835	9	376	115	211	38	9	83	3	0	0	0	0	0	0
41405	Dorf an der Pram	854	575	568	7	325	63	96	37	6	36	5	0	0	0	0	0	0
41406	Eggerding	1053	658	647	11	357	51	146	42	3	42	5	1	0	0	0	0	0
41407	Engelhartszell	764	391	387	4	178	54	94	14	2	42	3	0	0	0	0	0	0
41408	Enzenkirchen	1442	971	954	17	416	142	301	37	4	46	4	4	0	0	0	0	0
41409	Esternberg	2347	1540	1515	25	791	147	361	68	19	106	9	13	0	0	0	0	1
41410	Freinberg	996	560	559	1	321	76	107	21	3	30	0	1	0	0	0	0	0
41411	Kopfing im Innkreis	1625	1104	1080	24	512	117	303	50	14	75	4	5	0	0	0	0	0
41412	Mayrhof	249	176	174	2	88	8	54	14	1	8	1	0	0	0	0	0	0
41413	Münzkirchen	2091	1386	1373	13	676	169	332	68	11	106	9	2	0	0	0	0	0
41414	Raab	1819	1138	1125	13	462	112	345	52	16	124	9	5	0	0	0	0	0
41415	Rainbach im Innkreis	1187	830	819	11	376	125	213	44	5	54	1	1	0	0	0	0	0
41416	Riedau	1586	918	905	13	325	215	200	50	8	95	10	2	0	0	0	0	0
41417	St. Aegidi	1290	918	906	12	484	93	230	27	3	63	3	3	0	0	0	0	0
41418	St. Florian am Inn	2333	1434	1420	14	545	283	351	74	11	145	8	3	0	0	0	0	0
41419	St. Marienkirchen bei Schärding	1454	903	885	18	445	96	233	38	8	57	2	6	0	0	0	0	0
41420	St. Roman	1427	984	973	11	563	52	252	51	6	44	2	3	0	0	0	0	0
41421	St. Willibald	931	668	654	14	306	93	178	27	5	42	2	1	0	0	0	0	0
41422	Schärding	3704	1972	1953	19	671	500	425	104	16	222	9	6	0	0	0	0	0
41423	Schardenberg	1707	1128	1117	11	632	103	230	59	9	81	1	1	0	0	0	0	1
41424	Sigharting	678	497	478	19	240	47	124	36	1	26	4	0	0	0	0	0	0
41425	Suben	951	563	555	8	251	100	111	33	6	52	0	2	0	0	0	0	0
41426	Taufkirchen an der Pram	2311	1515	1497	18	610	296	387	76	8	109	6	5	0	0	0	0	0
41427	Vichtenstein	446	299	296	3	183	22	67	9	2	12	1	0	0	0	0	0	0
41428	Waldkirchen am Wesen	1003	682	659	23	341	96	134	32	3	49	1	3	0	0	0	0	0
41429	Wernstein am Inn	1210	742	735	7	317	134	172	47	8	48	4	4	0	0	0	0	1
41430	Zell an der Pram	1571	1003	977	26	482	119	181	46	12	127	5	5	0	0	0	0	0
41499	Wahlkarten - Schärding	0	6310	6238	72	2677	948	1031	484	72	953	24	48	0	0	0	0	1
41500	Steyr-Land	48132	39228	38648	580	14913	9266	6321	2485	503	4780	178	184	0	0	0	0	18
41501	Adlwang	1473	957	938	19	463	113	174	56	12	108	5	7	0	0	0	0	0
41502	Aschach an der Steyr	1899	1279	1259	20	460	257	201	101	27	189	8	15	0	0	0	0	1
41503	Bad Hall	4034	2253	2227	26	862	492	375	176	38	263	11	9	0	0	0	0	1
41504	Dietach	2484	1734	1720	14	645	424	267	92	22	263	5	2	0	0	0	0	0
41505	Gaflenz	1536	1062	1045	17	536	162	164	68	10	99	2	2	0	0	0	0	2
41506	Garsten	5172	3397	3329	68	1226	763	547	205	44	503	19	20	0	0	0	0	2
41507	Großraming	2166	1499	1463	36	588	398	221	88	12	137	7	10	0	0	0	0	2
41508	Laussa	1014	691	685	6	299	133	131	25	14	76	3	3	0	0	0	0	1
41509	Losenstein	1305	814	803	11	290	248	142	27	8	81	5	2	0	0	0	0	0
41510	Maria Neustift	1288	907	888	19	476	108	174	57	3	58	7	5	0	0	0	0	0
41511	Pfarrkirchen bei Bad Hall	1825	1281	1266	15	528	277	226	82	11	136	5	1	0	0	0	0	0
41512	Reichraming	1447	971	957	14	243	425	160	32	10	74	3	10	0	0	0	0	0
41513	Rohr im Kremstal	1073	672	667	5	270	137	113	50	9	84	2	2	0	0	0	0	0
41514	St. Ulrich bei Steyr	2530	1652	1635	17	720	320	271	103	21	190	5	3	0	0	0	0	2
41515	Schiedlberg	1015	662	654	8	389	86	84	31	8	51	5	0	0	0	0	0	0
41516	Sierning	7343	4866	4777	89	1437	1606	858	271	62	507	18	17	0	0	0	0	1
41517	Ternberg	2777	1788	1761	27	690	424	320	106	31	170	12	8	0	0	0	0	0
41518	Waldneukirchen	1768	1218	1205	13	566	202	206	77	17	128	5	4	0	0	0	0	0
41521	Wolfern	2605	1665	1640	25	731	337	298	77	15	169	4	7	0	0	0	0	2
41522	Weyer	3378	2208	2177	31	795	612	378	108	25	239	10	10	0	0	0	0	0
41599	Wahlkarten - Steyr-Land	0	7652	7552	100	2699	1742	1011	653	104	1255	37	47	0	0	0	0	4
41600	Urfahr-Umgebung	68781	57457	56584	873	22082	10531	7596	4967	784	10047	273	285	0	0	0	0	19
41601	Alberndorf in der Riedmark	3291	2120	2088	32	911	338	388	142	32	260	9	8	0	0	0	0	0
41602	Altenberg bei Linz	3674	2540	2506	34	1197	332	330	247	27	358	7	8	0	0	0	0	0
41603	Bad Leonfelden	3332	2136	2085	51	997	277	343	168	15	262	12	10	0	0	0	0	1
41604	Eidenberg	1696	1208	1180	28	629	148	128	96	12	153	5	7	0	0	0	0	2
41605	Engerwitzdorf	7027	4717	4632	85	1706	951	693	378	70	799	10	21	0	0	0	0	4
41606	Feldkirchen an der Donau	4412	2982	2933	49	1089	674	538	171	28	409	13	11	0	0	0	0	0
41607	Gallneukirchen	5242	3259	3213	46	965	804	365	275	55	708	20	21	0	0	0	0	0
41608	Goldwörth	693	470	465	5	210	84	75	28	3	60	3	2	0	0	0	0	0
41609	Gramastetten	4143	2661	2615	46	1089	398	332	282	51	436	6	17	0	0	0	0	4
41610	Haibach im Mühlkreis	749	508	496	12	213	87	78	34	11	66	5	1	0	0	0	0	1
41611	Hellmonsödt	1890	1182	1167	15	471	196	181	103	15	184	10	7	0	0	0	0	0
41612	Herzogsdorf	2164	1389	1361	28	666	179	261	92	23	129	5	6	0	0	0	0	0
41613	Kirchschlag bei Linz	1721	1148	1130	18	452	175	172	98	22	201	5	5	0	0	0	0	0
41614	Lichtenberg	2178	1520	1500	20	606	260	175	160	20	267	9	3	0	0	0	0	0
41615	Oberneukirchen	2596	1721	1682	39	761	259	250	136	16	247	9	3	0	0	0	0	1
41616	Ottenschlag im Mühlkreis	433	305	298	7	151	48	61	18	2	15	2	1	0	0	0	0	0
41617	Ottensheim	3725	2370	2357	13	771	393	249	213	34	674	14	9	0	0	0	0	0
41618	Puchenau	3648	2273	2253	20	715	465	244	251	43	511	13	11	0	0	0	0	0
41619	Reichenau im Mühlkreis	1031	692	677	15	308	127	98	52	12	74	2	4	0	0	0	0	0
41620	Reichenthal	1201	822	806	16	435	136	93	50	6	74	4	8	0	0	0	0	0
41621	St. Gotthard im Mühlkreis	1054	731	715	16	292	165	102	39	7	107	3	0	0	0	0	0	0
41622	Schenkenfelden	1303	882	869	13	487	94	110	73	10	86	5	4	0	0	0	0	0
41623	Sonnberg im Mühlkreis	794	529	517	12	213	93	82	44	5	75	2	3	0	0	0	0	0
41624	Steyregg	3881	2536	2504	32	830	715	376	202	37	329	4	10	0	0	0	0	1
41626	Walding	3378	2168	2131	37	840	505	233	158	30	338	13	14	0	0	0	0	0
41627	Zwettl an der Rodl	1364	933	911	22	377	159	102	59	6	194	8	5	0	0	0	0	1
41628	Vorderweißenbach	2161	1517	1479	38	788	219	237	80	15	132	4	4	0	0	0	0	0
41699	Wahlkarten - Urfahr-Umgebung	0	12138	12014	124	3913	2250	1300	1318	177	2899	71	82	0	0	0	0	4
41700	Vöcklabruck	102974	80479	79117	1362	30368	15948	14207	5696	1269	10786	421	399	0	0	0	0	23
41701	Ampflwang im Hausruckwald	2560	1656	1630	26	442	635	311	52	39	137	8	5	0	0	0	0	1
41702	Attersee am Attersee	1277	754	748	6	322	115	112	57	5	132	2	3	0	0	0	0	0
41703	Attnang-Puchheim	5672	3128	3092	36	780	1097	620	157	48	351	29	8	0	0	0	0	2
41704	Atzbach	966	661	646	15	326	54	128	55	7	71	2	3	0	0	0	0	0
41705	Aurach am Hongar	1373	933	912	21	330	203	218	57	21	72	4	7	0	0	0	0	0
41706	Berg im Attergau	827	574	566	8	347	41	94	23	4	50	2	5	0	0	0	0	0
41707	Desselbrunn	1412	920	909	11	354	217	173	58	10	90	6	1	0	0	0	0	0
41708	Fornach	758	557	534	23	312	45	93	32	4	43	3	2	0	0	0	0	0
41709	Frankenburg am Hausruck	3933	2715	2650	65	959	660	616	138	42	214	10	11	0	0	0	0	0
41710	Frankenmarkt	2681	1736	1689	47	733	336	323	93	36	144	15	9	0	0	0	0	0
41711	Gampern	2338	1666	1616	50	719	226	260	121	38	237	4	10	0	0	0	0	1
41712	Innerschwand am Mondsee	915	540	532	8	320	37	58	36	10	65	4	2	0	0	0	0	0
